id,text,tokens,ner_tags,entities,source_type
train-02022,"She has photographed Ama Dablam, Mount Rainier, and several nearby peaks.","[""She"", ""has"", ""photographed"", ""Ama"", ""Dablam"", "","", ""Mount"", ""Rainier"", "","", ""and"", ""several"", ""nearby"", ""peaks"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Ama Dablam""}, {""start"": 33, ""end"": 46, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rainier""}]",synthetic_positive_multi
train-02023,Several routes lead toward the summit of Mount Columbia.,"[""Several"", ""routes"", ""lead"", ""toward"", ""the"", ""summit"", ""of"", ""Mount"", ""Columbia"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 55, ""label"": ""MOUNTAIN"", ""text"": ""Mount Columbia""}]",synthetic_positive_single
train-02024,A documentary crew filmed near Mount Stanley.,"[""A"", ""documentary"", ""crew"", ""filmed"", ""near"", ""Mount"", ""Stanley"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 44, ""label"": ""MOUNTAIN"", ""text"": ""Mount Stanley""}]",synthetic_positive_single
train-02025,"By late afternoon, shadows had covered the slopes of Mount Kinabalu.","[""By"", ""late"", ""afternoon"", "","", ""shadows"", ""had"", ""covered"", ""the"", ""slopes"", ""of"", ""Mount"", ""Kinabalu"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 53, ""end"": 67, ""label"": ""MOUNTAIN"", ""text"": ""Mount Kinabalu""}]",synthetic_positive_single
train-02026,The weather changed quickly as they approached Mount Tate.,"[""The"", ""weather"", ""changed"", ""quickly"", ""as"", ""they"", ""approached"", ""Mount"", ""Tate"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 47, ""end"": 57, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tate""}]",synthetic_positive_single
train-02027,"Unlike Mount Damavand, Machapuchare was hidden by clouds.","[""Unlike"", ""Mount"", ""Damavand"", "","", ""Machapuchare"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 21, ""label"": ""MOUNTAIN"", ""text"": ""Mount Damavand""}, {""start"": 23, ""end"": 35, ""label"": ""MOUNTAIN"", ""text"": ""Machapuchare""}]",synthetic_positive_multi
train-02028,The research team shared the satellite image before the deadline.,"[""The"", ""research"", ""team"", ""shared"", ""the"", ""satellite"", ""image"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02029,"During the spring survey, scientists visited Makalu.","[""During"", ""the"", ""spring"", ""survey"", "","", ""scientists"", ""visited"", ""Makalu"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 45, ""end"": 51, ""label"": ""MOUNTAIN"", ""text"": ""Makalu""}]",synthetic_positive_single
train-02030,Nanga Parbat attracts climbers from around the world.,"[""Nanga"", ""Parbat"", ""attracts"", ""climbers"", ""from"", ""around"", ""the"", ""world"", "".""]","[""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 0, ""end"": 12, ""label"": ""MOUNTAIN"", ""text"": ""Nanga Parbat""}]",synthetic_positive_single
train-02031,We could clearly see Mount Alverstone from the valley.,"[""We"", ""could"", ""clearly"", ""see"", ""Mount"", ""Alverstone"", ""from"", ""the"", ""valley"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 37, ""label"": ""MOUNTAIN"", ""text"": ""Mount Alverstone""}]",synthetic_positive_single
train-02032,"After weeks of preparation, the group departed for Mount Everest.","[""After"", ""weeks"", ""of"", ""preparation"", "","", ""the"", ""group"", ""departed"", ""for"", ""Mount"", ""Everest"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 51, ""end"": 64, ""label"": ""MOUNTAIN"", ""text"": ""Mount Everest""}]",synthetic_positive_single
train-02033,Heavy clouds covered Mount Sidley throughout the morning.,"[""Heavy"", ""clouds"", ""covered"", ""Mount"", ""Sidley"", ""throughout"", ""the"", ""morning"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Mount Sidley""}]",synthetic_positive_single
train-02034,Photos of Mount Hubbard were displayed in the museum.,"[""Photos"", ""of"", ""Mount"", ""Hubbard"", ""were"", ""displayed"", ""in"", ""the"", ""museum"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 10, ""end"": 23, ""label"": ""MOUNTAIN"", ""text"": ""Mount Hubbard""}]",synthetic_positive_single
train-02035,Have you ever seen Mount Shasta in winter?,"[""Have"", ""you"", ""ever"", ""seen"", ""Mount"", ""Shasta"", ""in"", ""winter"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Mount Shasta""}]",synthetic_positive_single
train-02036,The local council published the schedule at the office.,"[""The"", ""local"", ""council"", ""published"", ""the"", ""schedule"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02037,The expedition leader checked the hotel booking in the final report.,"[""The"", ""expedition"", ""leader"", ""checked"", ""the"", ""hotel"", ""booking"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02038,Wind speeds increased rapidly around Mount Sanford.,"[""Wind"", ""speeds"", ""increased"", ""rapidly"", ""around"", ""Mount"", ""Sanford"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 37, ""end"": 50, ""label"": ""MOUNTAIN"", ""text"": ""Mount Sanford""}]",synthetic_positive_single
train-02039,She hopes to climb Denali next year.,"[""She"", ""hopes"", ""to"", ""climb"", ""Denali"", ""next"", ""year"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 25, ""label"": ""MOUNTAIN"", ""text"": ""Denali""}]",synthetic_positive_single
train-02040,The base camp below Snowdon was moved to safer ground.,"[""The"", ""base"", ""camp"", ""below"", ""Snowdon"", ""was"", ""moved"", ""to"", ""safer"", ""ground"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 20, ""end"": 27, ""label"": ""MOUNTAIN"", ""text"": ""Snowdon""}]",synthetic_positive_single
train-02041,He plans to study glaciers on Mount Adams and Ol Doinyo Lengai.,"[""He"", ""plans"", ""to"", ""study"", ""glaciers"", ""on"", ""Mount"", ""Adams"", ""and"", ""Ol"", ""Doinyo"", ""Lengai"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 30, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Mount Adams""}, {""start"": 46, ""end"": 62, ""label"": ""MOUNTAIN"", ""text"": ""Ol Doinyo Lengai""}]",synthetic_positive_multi
train-02042,A small village lies below K2.,"[""A"", ""small"", ""village"", ""lies"", ""below"", ""K2"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 27, ""end"": 29, ""label"": ""MOUNTAIN"", ""text"": ""K2""}]",synthetic_positive_single
train-02043,The glacier on Mount Robson has retreated in recent decades.,"[""The"", ""glacier"", ""on"", ""Mount"", ""Robson"", ""has"", ""retreated"", ""in"", ""recent"", ""decades"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 15, ""end"": 27, ""label"": ""MOUNTAIN"", ""text"": ""Mount Robson""}]",synthetic_positive_single
train-02044,A helicopter circled above Mount Assiniboine during the rescue.,"[""A"", ""helicopter"", ""circled"", ""above"", ""Mount"", ""Assiniboine"", ""during"", ""the"", ""rescue"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 27, ""end"": 44, ""label"": ""MOUNTAIN"", ""text"": ""Mount Assiniboine""}]",synthetic_positive_single
train-02045,The university department translated the summit plan at the airport.,"[""The"", ""university"", ""department"", ""translated"", ""the"", ""summit"", ""plan"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02046,Several routes lead toward the summit of Mount Saint Elias.,"[""Several"", ""routes"", ""lead"", ""toward"", ""the"", ""summit"", ""of"", ""Mount"", ""Saint"", ""Elias"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 58, ""label"": ""MOUNTAIN"", ""text"": ""Mount Saint Elias""}]",synthetic_positive_single
train-02047,"Unlike Mount Fuji, Mount Kazbek was hidden by clouds.","[""Unlike"", ""Mount"", ""Fuji"", "","", ""Mount"", ""Kazbek"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 17, ""label"": ""MOUNTAIN"", ""text"": ""Mount Fuji""}, {""start"": 19, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Mount Kazbek""}]",synthetic_positive_multi
train-02048,The climbing club discussed the satellite image in the laboratory.,"[""The"", ""climbing"", ""club"", ""discussed"", ""the"", ""satellite"", ""image"", ""in"", ""the"", ""laboratory"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02049,The photograph shows Mount Semeru at sunrise.,"[""The"", ""photograph"", ""shows"", ""Mount"", ""Semeru"", ""at"", ""sunrise"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Mount Semeru""}]",synthetic_positive_single
train-02050,She hopes to climb Mount Dampier next year.,"[""She"", ""hopes"", ""to"", ""climb"", ""Mount"", ""Dampier"", ""next"", ""year"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 32, ""label"": ""MOUNTAIN"", ""text"": ""Mount Dampier""}]",synthetic_positive_single
train-02051,The tourist group archived the valley before the deadline.,"[""The"", ""tourist"", ""group"", ""archived"", ""the"", ""valley"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02052,The team measured snow depth on Cerro Torre.,"[""The"", ""team"", ""measured"", ""snow"", ""depth"", ""on"", ""Cerro"", ""Torre"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 32, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Cerro Torre""}]",synthetic_positive_single
train-02053,"From the eastern ridge, we watched the sun rise behind Mount Murchison.","[""From"", ""the"", ""eastern"", ""ridge"", "","", ""we"", ""watched"", ""the"", ""sun"", ""rise"", ""behind"", ""Mount"", ""Murchison"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 55, ""end"": 70, ""label"": ""MOUNTAIN"", ""text"": ""Mount Murchison""}]",synthetic_positive_single
train-02054,A new trail provides access to Mount Haku.,"[""A"", ""new"", ""trail"", ""provides"", ""access"", ""to"", ""Mount"", ""Haku"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Mount Haku""}]",synthetic_positive_single
train-02055,The article compares climbing conditions on K2 with those on Mount Ruapehu.,"[""The"", ""article"", ""compares"", ""climbing"", ""conditions"", ""on"", ""K2"", ""with"", ""those"", ""on"", ""Mount"", ""Ruapehu"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 44, ""end"": 46, ""label"": ""MOUNTAIN"", ""text"": ""K2""}, {""start"": 61, ""end"": 74, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ruapehu""}]",synthetic_positive_multi
train-02056,The museum curator shared the satellite image on Monday.,"[""The"", ""museum"", ""curator"", ""shared"", ""the"", ""satellite"", ""image"", ""on"", ""Monday"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02057,Images of Mount Augusta were placed beside photographs of Petros.,"[""Images"", ""of"", ""Mount"", ""Augusta"", ""were"", ""placed"", ""beside"", ""photographs"", ""of"", ""Petros"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 10, ""end"": 23, ""label"": ""MOUNTAIN"", ""text"": ""Mount Augusta""}, {""start"": 58, ""end"": 64, ""label"": ""MOUNTAIN"", ""text"": ""Petros""}]",synthetic_positive_multi
train-02058,The article compares climbing conditions on Mount Shasta with those on Mount Sabalan.,"[""The"", ""article"", ""compares"", ""climbing"", ""conditions"", ""on"", ""Mount"", ""Shasta"", ""with"", ""those"", ""on"", ""Mount"", ""Sabalan"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 44, ""end"": 56, ""label"": ""MOUNTAIN"", ""text"": ""Mount Shasta""}, {""start"": 71, ""end"": 84, ""label"": ""MOUNTAIN"", ""text"": ""Mount Sabalan""}]",synthetic_positive_multi
train-02059,The glacier on Gasherbrum I has retreated in recent decades.,"[""The"", ""glacier"", ""on"", ""Gasherbrum"", ""I"", ""has"", ""retreated"", ""in"", ""recent"", ""decades"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 15, ""end"": 27, ""label"": ""MOUNTAIN"", ""text"": ""Gasherbrum I""}]",synthetic_positive_single
train-02060,A helicopter circled above Mount Ararat during the rescue.,"[""A"", ""helicopter"", ""circled"", ""above"", ""Mount"", ""Ararat"", ""during"", ""the"", ""rescue"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 27, ""end"": 39, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ararat""}]",synthetic_positive_single
train-02061,They began their ascent of Mount Sidley at dawn.,"[""They"", ""began"", ""their"", ""ascent"", ""of"", ""Mount"", ""Sidley"", ""at"", ""dawn"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 27, ""end"": 39, ""label"": ""MOUNTAIN"", ""text"": ""Mount Sidley""}]",synthetic_positive_single
train-02062,The mapping agency approved the valley at the airport.,"[""The"", ""mapping"", ""agency"", ""approved"", ""the"", ""valley"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02063,The climbing club translated the sensor reading at the airport.,"[""The"", ""climbing"", ""club"", ""translated"", ""the"", ""sensor"", ""reading"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02064,A small village lies below Mount Agung.,"[""A"", ""small"", ""village"", ""lies"", ""below"", ""Mount"", ""Agung"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 27, ""end"": 38, ""label"": ""MOUNTAIN"", ""text"": ""Mount Agung""}]",synthetic_positive_single
train-02065,A helicopter circled above Makalu during the rescue.,"[""A"", ""helicopter"", ""circled"", ""above"", ""Makalu"", ""during"", ""the"", ""rescue"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 27, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Makalu""}]",synthetic_positive_single
train-02066,The rescue team returned safely from Huascaran.,"[""The"", ""rescue"", ""team"", ""returned"", ""safely"", ""from"", ""Huascaran"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 37, ""end"": 46, ""label"": ""MOUNTAIN"", ""text"": ""Huascaran""}]",synthetic_positive_single
train-02067,"From the eastern ridge, we watched the sun rise behind Vinson Massif.","[""From"", ""the"", ""eastern"", ""ridge"", "","", ""we"", ""watched"", ""the"", ""sun"", ""rise"", ""behind"", ""Vinson"", ""Massif"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 55, ""end"": 68, ""label"": ""MOUNTAIN"", ""text"": ""Vinson Massif""}]",synthetic_positive_single
train-02068,Shishapangma attracts climbers from around the world.,"[""Shishapangma"", ""attracts"", ""climbers"", ""from"", ""around"", ""the"", ""world"", "".""]","[""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 0, ""end"": 12, ""label"": ""MOUNTAIN"", ""text"": ""Shishapangma""}]",synthetic_positive_single
train-02069,"For safety reasons, access to Jungfrau was temporarily restricted.","[""For"", ""safety"", ""reasons"", "","", ""access"", ""to"", ""Jungfrau"", ""was"", ""temporarily"", ""restricted"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 30, ""end"": 38, ""label"": ""MOUNTAIN"", ""text"": ""Jungfrau""}]",synthetic_positive_single
train-02070,Have you ever seen Pip Ivan in winter?,"[""Have"", ""you"", ""ever"", ""seen"", ""Pip"", ""Ivan"", ""in"", ""winter"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 27, ""label"": ""MOUNTAIN"", ""text"": ""Pip Ivan""}]",synthetic_positive_single
train-02071,The weather changed quickly as they approached Hoverla.,"[""The"", ""weather"", ""changed"", ""quickly"", ""as"", ""they"", ""approached"", ""Hoverla"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 47, ""end"": 54, ""label"": ""MOUNTAIN"", ""text"": ""Hoverla""}]",synthetic_positive_single
train-02072,A documentary crew filmed near Mount Kenya.,"[""A"", ""documentary"", ""crew"", ""filmed"", ""near"", ""Mount"", ""Kenya"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 42, ""label"": ""MOUNTAIN"", ""text"": ""Mount Kenya""}]",synthetic_positive_single
train-02073,A new trail provides access to Fitz Roy.,"[""A"", ""new"", ""trail"", ""provides"", ""access"", ""to"", ""Fitz"", ""Roy"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 39, ""label"": ""MOUNTAIN"", ""text"": ""Fitz Roy""}]",synthetic_positive_single
train-02074,Images of Mount Robson were placed beside photographs of Brebeneskul.,"[""Images"", ""of"", ""Mount"", ""Robson"", ""were"", ""placed"", ""beside"", ""photographs"", ""of"", ""Brebeneskul"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 10, ""end"": 22, ""label"": ""MOUNTAIN"", ""text"": ""Mount Robson""}, {""start"": 57, ""end"": 68, ""label"": ""MOUNTAIN"", ""text"": ""Brebeneskul""}]",synthetic_positive_multi
train-02075,The travel company approved the research report at the airport.,"[""The"", ""travel"", ""company"", ""approved"", ""the"", ""research"", ""report"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02076,The documentary follows expeditions to Mount Everest and later to Mount Mitchell.,"[""The"", ""documentary"", ""follows"", ""expeditions"", ""to"", ""Mount"", ""Everest"", ""and"", ""later"", ""to"", ""Mount"", ""Mitchell"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 39, ""end"": 52, ""label"": ""MOUNTAIN"", ""text"": ""Mount Everest""}, {""start"": 66, ""end"": 80, ""label"": ""MOUNTAIN"", ""text"": ""Mount Mitchell""}]",synthetic_positive_multi
train-02077,"By late afternoon, shadows had covered the slopes of Mount Ruapehu.","[""By"", ""late"", ""afternoon"", "","", ""shadows"", ""had"", ""covered"", ""the"", ""slopes"", ""of"", ""Mount"", ""Ruapehu"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 53, ""end"": 66, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ruapehu""}]",synthetic_positive_single
train-02078,The glacier on Mount Washington has retreated in recent decades.,"[""The"", ""glacier"", ""on"", ""Mount"", ""Washington"", ""has"", ""retreated"", ""in"", ""recent"", ""decades"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 15, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Mount Washington""}]",synthetic_positive_single
train-02079,The weather changed quickly as they approached Ras Dashen.,"[""The"", ""weather"", ""changed"", ""quickly"", ""as"", ""they"", ""approached"", ""Ras"", ""Dashen"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 47, ""end"": 57, ""label"": ""MOUNTAIN"", ""text"": ""Ras Dashen""}]",synthetic_positive_single
train-02080,The glacier on Mount Hicks has retreated in recent decades.,"[""The"", ""glacier"", ""on"", ""Mount"", ""Hicks"", ""has"", ""retreated"", ""in"", ""recent"", ""decades"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 15, ""end"": 26, ""label"": ""MOUNTAIN"", ""text"": ""Mount Hicks""}]",synthetic_positive_single
train-02081,The climbers postponed their attempt on Ojos del Salado.,"[""The"", ""climbers"", ""postponed"", ""their"", ""attempt"", ""on"", ""Ojos"", ""del"", ""Salado"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 55, ""label"": ""MOUNTAIN"", ""text"": ""Ojos del Salado""}]",synthetic_positive_single
train-02082,Photos of Cho Oyu were displayed in the museum.,"[""Photos"", ""of"", ""Cho"", ""Oyu"", ""were"", ""displayed"", ""in"", ""the"", ""museum"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 10, ""end"": 17, ""label"": ""MOUNTAIN"", ""text"": ""Cho Oyu""}]",synthetic_positive_single
train-02083,The mapping agency printed the expedition permit after the presentation.,"[""The"", ""mapping"", ""agency"", ""printed"", ""the"", ""expedition"", ""permit"", ""after"", ""the"", ""presentation"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02084,The university department discussed the expedition permit during the conference.,"[""The"", ""university"", ""department"", ""discussed"", ""the"", ""expedition"", ""permit"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-02085,The expedition leader approved the cliff photograph in the final report.,"[""The"", ""expedition"", ""leader"", ""approved"", ""the"", ""cliff"", ""photograph"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
